DryBulbTemperature,DewPointTemperature,RelativeHumidity,AtmosphericPressure,ExtraterrestrialHorizontalRadiation,ExtraterrestrialDirectNormalRadiation,HorizontalInfraredRadiationIntensityfromSky,GlobalHorizontalRadiation,DirectNormalRadiation,DiffuseHorizontalRadiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,WindDirection,WindSpeed,Total Sky Cover,Opaque Sky Cover,PrecipitableWater,AerosolOpticalDepth,SnowDepth,OccupancySchedule,hours,dayofw,months,datee,holiday_bool,holiday_name,Heating,
1.2,-5.1,63,100040,0,9999,247.6169413,0,0,0,0,0,0,5,1,9,0,0,0,0,0,0,0,10,2018-09-30,0,,0,0
0.5,-5.1,66,100030,0,9999,245.098061,0,0,0,0,0,0,20.67114643,0,9,0,0,0,0,0,1,0,10,2018-10-01,0,,0,0
0.4,-5,67,100000,0,9999,244.8301181,0,0,0,0,0,0,10,3,8,0,0,0,0,0,2,0,10,2018-10-01,0,,0,0
0.6,-5,66,99990,0,9999,245.5473058,0,0,0,0,0,0,9,3,9,0,0,0,0,0,3,0,10,2018-10-01,0,,0,0
1.3,-6.3,57,99990,0,9999,259.5966084,0,0,0,0,0,0,8,1,0,4,0,0,0,0,4,0,10,2018-10-01,0,,0,0
1.3,-6.6,56,99950,0,9999,259.3063955,0,0,0,0,0,0,0,1,4,4,0,0,0,0,5,0,10,2018-10-01,0,,0,0
0.9,-6.2,59,99920,0,9999,258.1817853,0,0,0,0,0,0,0,1,6,4,0,0,0,0.05,6,0,10,2018-10-01,0,,6.993976754,0.65243377
0.4,-5.6,64,99880,62,9999,256.8733808,12,0,0,0,0,0,0,1,9,4,0,0,0,0.05,7,0,10,2018-10-01,0,,47.18596417,-0.062034509
0.9,-5.3,63,99850,300,9999,259.0450904,168,0,7,16,27,10,7,1,0,4,0,0,0,0.05,8,0,10,2018-10-01,0,,25.83502162,0.64596015
1.9,-5.6,58,99780,526,9999,262.5572531,340,0,28,39,65,14,21,3,3,4,0,0,0,0.05,9,0,10,2018-10-01,0,,22.39409877,-0.392133953
2.9,-4.8,57,99780,713,9999,267.1869735,433,0,56,56,83,13,0,1,2,4,0,0,0,0.05,10,0,10,2018-10-01,0,,18.81511559,-0.034433523
4.3,-3.6,56,99740,848,9999,273.8538698,600,0,83,70,90,13,24,2,2,4,0,0,0,0.05,11,0,10,2018-10-01,0,,13.56798948,0.842344559
5.4,-4.5,49,99640,922,9999,277.3094847,557,8,139,77,93,14,18,3,6,4,0,0,0,0.05,12,0,10,2018-10-01,0,,14.84254583,0.761365964
6.6,-4.8,44,99530,930,9999,281.8104847,401,15,194,78,94,14,19,5,4,4,0,0,0,0.05,13,0,10,2018-10-01,0,,7.93382261,0.996814402
7.5,-5.1,40,99410,871,9999,285.140924,90,12,179,72,87,16,24,4,8,4,0,0,0,0.05,14,0,10,2018-10-01,0,,4.536686416,-0.984603974
7.8,-4.4,42,99310,750,9999,287.1016916,27,0,84,59,79,15,35,3,0,4,0,0,0,0.05,15,0,10,2018-10-01,0,,3.384682081,-0.240702365
8.4,-4,41,99180,574,9999,289.9884373,28,7,106,44,71,14,10,3,8,4,0,0,0,0.05,16,0,10,2018-10-01,0,,2.330506745,0.725035479
9.3,-3.5,40,99090,356,9999,294.2533378,121,0,27,21,38,11,25,2,9,4,0,0,0,0.05,17,0,10,2018-10-01,0,,6.88451572,0.56574001
9.6,-0.8,48,99010,110,9999,298.4021415,27,0,8,4,7,4,21,4,2,4,0,0,0,0,18,0,10,2018-10-01,0,,5.511976153,-0.697002794
9.6,-0.3,50,98940,0,9999,298.9352835,0,0,1,0,0,0,22,3,9,4,0,0,0,0,19,0,10,2018-10-01,0,,4.739189287,-0.999640893
9.7,0.2,52,98900,0,9999,299.8915486,0,0,0,0,0,0,20,4,4,4,0,0,0,0,20,0,10,2018-10-01,0,,5.829981083,-0.437848531
10.3,1.5,55,98900,0,9999,312.4549514,0,0,0,0,0,0,20,7,7,7,0,0,0,0,21,0,10,2018-10-01,0,,6.521202856,0.23577653
10.2,2.2,57,98900,0,9999,304.1558271,0,0,0,0,0,0,20,6,9,4,0,0,0,0,22,0,10,2018-10-01,0,,0,0
10.1,2.6,59,98870,0,9999,304.151395,0,0,0,0,0,0,20,10,9,4,0,0,0,0,23,0,10,2018-10-01,0,,0,0
10,2.9,61,98840,0,9999,304.0397287,0,0,0,0,0,0,21,9,1,4,0,0,0,0,0,1,10,2018-10-01,0,,0,0
9.9,3.1,63,98830,0,9999,303.8216274,0,0,0,0,0,0,21,13,6,4,0,0,0,0,1,1,10,2018-10-02,0,,0,0
9.5,3.3,65,98810,0,9999,302.3170055,0,0,0,0,0,0,21,10,2,4,0,0,0,0,2,1,10,2018-10-02,0,,0,0
9.4,3.7,68,98780,0,9999,302.3082511,0,0,0,0,0,0,21,9,9,4,0,0,0,0,3,1,10,2018-10-02,0,,0,0
9.2,3.9,70,98790,0,9999,315.1563815,0,0,0,0,0,0,21,7,0,8,0,0,0,0,4,1,10,2018-10-02,0,,0,0
9,4,71,98830,0,9999,300.9112283,0,0,0,0,0,0,25,4,3,4,0,0,0,0,5,1,10,2018-10-02,0,,0,0
6.7,4.9,88,98830,0,9999,305.1859559,0,0,0,0,0,0,3,3,9,8,0,0,0,0.1,6,1,10,2018-10-02,0,,3.928465284,-0.708148618
6.5,4.9,89,98850,58,9999,291.2833652,4,0,0,0,0,0,3,4,5,4,0,0,0,0.2,7,1,10,2018-10-02,0,,25.43444999,0.297152216
6.6,4.7,88,98790,295,9999,291.5000434,32,0,5,9,1,9,3,4,9,4,0,0,0,0.95,8,1,10,2018-10-02,0,,11.45983538,-0.894152665
6.9,4.9,87,98760,521,9999,301.2622805,90,0,22,9,0,9,6,3,4,7,0,0,0,0.95,9,1,10,2018-10-02,0,,8.710616927,0.654983688
7.5,5.1,84,98780,708,9999,295.6772814,55,8,66,26,3,24,6,2,5,4,0,0,0,0.975703227,10,1,10,2018-10-02,0,,6.464488397,0.180311458
8.6,5.6,82,98700,842,9999,300.8572048,77,26,151,15,0,15,7,4,1,4,0,0,0,0.95,11,1,10,2018-10-02,0,,3.550585767,-0.397685689
9.5,5.3,75,98640,916,9999,313.0420469,109,0,117,16,0,16,26,2,5,7,0,0,0,0.513528014,12,1,10,2018-10-02,0,,5.477748022,-0.721133661
10.6,5.9,73,98620,924,9999,309.8128763,122,0,116,16,0,16,36,4,9,4,0,0,0,0.95,13,1,10,2018-10-02,0,,0.827228244,0.736057948
11.5,6.1,70,98440,865,9999,313.9782887,98,29,185,25,2,24,6,4,3,4,0,0,0,0.975703227,14,1,10,2018-10-02,0,,0.012182144,0.012181843
13.4,6.9,65,98340,743,9999,332.4965217,112,25,158,61,67,25,20,4,5,7,0,0,0,0.95,15,1,10,2018-10-02,0,,0,0
14.1,7.1,62,98260,567,9999,335.9864341,56,3,73,46,75,15,9,3,5,7,0,0,0,0.95,16,1,10,2018-10-02,0,,0,0
8.2,5.2,81,98240,348,9999,312.1065453,40,0,37,23,52,10,36,8,0,8,0,0,0,0.3,17,1,10,2018-10-02,0,,4.968278067,-0.967438645
7.9,5,82,98100,103,9999,297.2654758,12,0,8,4,9,4,4,5,3,4,0,0,0,0.1,18,1,10,2018-10-02,0,,6.714109673,0.417710841
7.8,5.3,84,98060,0,9999,305.5746197,0,0,3,0,0,0,35,2,0,7,0,0,0,0.1,19,1,10,2018-10-02,0,,6.095587277,-0.186499608
7.6,5.2,85,98010,0,9999,304.6006071,0,0,0,0,0,0,2,5,0,7,0,0,0,0.1,20,1,10,2018-10-02,0,,7.68330864,0.985470685
6.7,4.1,84,98010,0,9999,299.5757031,0,0,0,0,0,0,1,4,8,7,0,0,0,0.1,21,1,10,2018-10-02,0,,10.57284035,-0.911970738
6.8,4.3,84,97970,0,9999,300.2114874,0,0,0,0,0,0,35,7,5,7,0,0,0,0.05,22,1,10,2018-10-02,0,,0,0
6.6,4.4,86,97890,0,9999,299.4572605,0,0,0,0,0,0,1,6,1,7,0,0,0,0.05,23,1,10,2018-10-02,0,,0,0
6.3,4.3,87,97830,0,9999,298.0713321,0,0,0,0,0,0,2,7,2,7,0,0,0,0,0,2,10,2018-10-02,0,,0,0
6,4.1,88,97800,0,9999,288.4089969,0,0,0,0,0,0,2,6,1,4,0,0,0,0,1,2,10,2018-10-03,0,,0,0
5.4,4,91,97790,0,9999,285.8372889,0,0,0,0,0,0,35,7,5,4,0,0,0,0,2,2,10,2018-10-03,0,,0,0
5.2,4.2,93,97750,0,9999,297.9728279,0,0,0,0,0,0,35,8,3,8,0,0,0,0,3,2,10,2018-10-03,0,,0,0
4.7,3.8,94,97660,0,9999,282.7776621,0,0,0,0,0,0,36,7,1,4,0,0,0,0,4,2,10,2018-10-03,0,,0,0
3.5,2.6,94,97610,0,9999,276.7648151,0,0,0,0,0,0,35,11,5,4,0,0,0,0,5,2,10,2018-10-03,0,,0,0
3.4,2.5,94,97590,0,9999,288.6270955,0,0,0,0,0,0,36,7,4,8,0,0,0,0.1,6,2,10,2018-10-03,0,,8.349357066,0.879790306
3.1,2.2,94,97500,55,9999,282.574848,2,0,0,0,0,0,35,11,7,7,0,0,0,0.2,7,2,10,2018-10-03,0,,37.62073367,-0.07829795
2.8,2,94,97510,290,9999,273.3983866,30,0,5,16,33,9,36,10,9,4,0,0,0,0.95,8,2,10,2018-10-03,0,,21.10037074,0.777561091
2.9,2,94,97560,516,9999,281.5596605,80,0,9,38,69,11,36,8,0,7,0,0,0,0.95,9,2,10,2018-10-03,0,,18.49621044,-0.346038537
2.9,1.9,93,97570,702,9999,273.6991296,81,0,37,55,83,13,35,10,6,4,0,0,0,0.975703227,10,2,10,2018-10-03,0,,17.7105577,-0.908214703
3.1,2.2,93,97490,837,9999,274.782311,216,0,58,69,90,13,35,9,4,4,0,0,0,0.95,11,2,10,2018-10-03,0,,16.49092289,-0.705380371
2.4,1.4,93,97460,911,9999,271.2434719,95,0,44,76,93,14,35,12,0,4,0,0,0,0.513528014,12,2,10,2018-10-03,0,,20.43988687,0.999809205
0.6,-0.6,92,97620,917,9999,262.3542546,145,0,76,76,93,14,34,17,1,4,0,0,0,0.95,13,2,10,2018-10-03,0,,21.37930617,0.574376611
0.3,-0.6,94,97830,858,9999,268.6129813,50,0,31,71,93,13,33,13,9,7,0,0,0,0.975703227,14,2,10,2018-10-03,0,,24.54430073,-0.555064494
0.3,-0.3,95,97780,736,9999,268.9006213,59,0,30,59,87,12,34,11,3,7,0,0,0,0.95,15,2,10,2018-10-03,0,,23.95212208,-0.924841684
0.6,0,96,98000,559,9999,262.9158217,41,0,38,43,79,11,31,9,9,4,0,0,0,0.95,16,2,10,2018-10-03,0,,21.70235109,0.284799716
0.8,0.2,96,98150,341,9999,263.8728866,126,0,36,23,57,8,32,11,9,4,0,0,0,0.3,17,2,10,2018-10-03,0,,28.31688493,-0.042538208
0.4,-0.2,96,98370,96,9999,261.961399,4,0,8,4,10,3,32,9,8,4,0,0,0,0.1,18,2,10,2018-10-03,0,,37.38108967,-0.312688523
0.7,0.1,96,98530,0,9999,263.3940235,0,0,1,0,0,0,32,9,3,4,0,0,0,0.1,19,2,10,2018-10-03,0,,35.9607151,-0.985987896
0.8,-0.4,92,98670,0,9999,250.409016,0,0,0,0,0,0,29,6,3,0,0,0,0,0.1,20,2,10,2018-10-03,0,,36.56503402,-0.906144508
0.6,-0.7,91,98780,0,9999,249.4108907,0,0,0,0,0,0,28,6,0,0,0,0,0,0.1,21,2,10,2018-10-03,0,,37.54170507,-0.156757569
0.5,-1.4,87,98920,0,9999,248.4225878,0,0,0,0,0,0,26,8,2,0,0,0,0,0.05,22,2,10,2018-10-03,0,,0,0
0.3,-1.9,85,98970,0,9999,247.2514375,0,0,0,0,0,0,26,6,1,0,0,0,0,0.05,23,2,10,2018-10-03,0,,0,0
0.1,-2.2,84,99000,0,9999,246.2616888,0,0,0,0,0,0,26,6,3,0,0,0,0,0,0,3,10,2018-10-03,0,,0,0
0.2,-2.3,83,99050,0,9999,246.5334512,0,0,0,0,0,0,28,6,7,0,0,0,0,0,1,3,10,2018-10-04,0,,0,0
0.1,-2.5,83,99200,0,9999,245.9946014,0,0,0,0,0,0,25,6,0,0,0,0,0,0,2,3,10,2018-10-04,0,,0,0
-0.7,-3.3,83,99280,0,9999,242.4194863,0,0,0,0,0,0,28,4,9,0,0,0,0,0,3,3,10,2018-10-04,0,,0,0
-1.1,-3.5,84,99350,0,9999,240.8225653,0,0,0,0,0,0,27,5,3,0,0,0,0,0,4,3,10,2018-10-04,0,,0,0
-1.5,-3.9,83,99440,0,9999,239.0589771,0,0,0,0,0,0,24,5,6,0,0,0,0,0,5,3,10,2018-10-04,0,,0.892273253,0.778500551
-1.5,-3.8,84,99500,0,9999,239.1464228,0,0,0,0,0,0,27,4,2,0,0,0,0,0.1,6,3,10,2018-10-04,0,,20.05158759,0.932773353
-1.8,-4.2,84,99560,52,9999,237.7427391,5,0,0,0,0,0,29,4,1,0,0,0,0,0.2,7,3,10,2018-10-04,0,,61.2050231,-0.998430526
-2,-5,80,99670,284,9999,248.5223789,74,112,21,5,0,5,28,4,6,4,0,0,0,0.95,8,3,10,2018-10-04,0,,38.24715564,0.521018519
-1.6,-4.8,79,99780,511,9999,257.2720357,285,133,82,7,0,7,23,6,5,7,0,0,0,0.95,9,3,10,2018-10-04,0,,34.49469711,0.062780765
0.1,-3.9,75,99870,697,9999,257.3534882,374,257,137,17,0,17,24,3,5,4,0,0,0,0.975703227,10,3,10,2018-10-04,0,,27.24942198,0.854668455
1.2,-5.4,61,99830,831,9999,260.0856749,329,302,171,53,31,34,1,5,6,4,0,0,0,0.95,11,3,10,2018-10-04,0,,20.19570552,0.974872863
2.4,-5.7,55,99870,904,9999,271.8720555,291,309,196,55,27,37,32,5,3,7,0,0,0,0.513528014,12,3,10,2018-10-04,0,,18.63239025,-0.215462736
2.9,-5.8,53,99850,911,9999,253.1583614,242,849,100,74,73,25,33,3,1,0,0,0,0,0.95,13,3,10,2018-10-04,0,,11.45763439,-0.895136018
3.7,-6.2,48,99830,851,9999,255.7269916,275,860,97,67,60,29,23,7,2,0,0,0,0,0.975703227,14,3,10,2018-10-04,0,,7.73732332,0.993203132
4.1,-5.9,48,99780,729,9999,278.4406512,504,763,94,18,0,18,23,5,3,7,0,0,0,0.95,15,3,10,2018-10-04,0,,6.12189376,-0.160593124
3.5,-7.5,44,99710,552,9999,274.3919351,395,562,111,13,0,13,19,3,6,7,0,0,0,0.95,16,3,10,2018-10-04,0,,6.436497236,0.152712046
3.6,-7.4,44,99610,333,9999,274.892348,216,339,102,23,38,14,4,3,8,7,0,0,0,0.3,17,3,10,2018-10-04,0,,12.72849596,0.161416044
3.5,-6.3,49,99580,90,9999,275.6265552,44,178,53,3,2,3,8,2,1,7,0,0,0,0.1,18,3,10,2018-10-04,0,,16.07986104,-0.363384124
2.9,-5.8,53,99560,0,9999,270.5959093,0,24,4,0,0,0,9,4,3,6,0,0,0,0.1,19,3,10,2018-10-04,0,,16.78404972,-0.880106491
2.3,-4.2,62,99540,0,9999,269.8375082,0,0,0,0,0,0,8,3,7,6,0,0,0,0.1,20,3,10,2018-10-04,0,,20.59188696,0.98532396
1.7,-3.7,68,99500,0,9999,271.1066523,0,0,0,0,0,0,8,2,6,7,0,0,0,0.1,21,3,10,2018-10-04,0,,23.82518579,-0.965551735
1.3,-4.4,66,99490,0,9999,265.7430905,0,0,0,0,0,0,9,4,2,6,0,0,0,0.05,22,3,10,2018-10-04,0,,0,0
1.4,-3.8,68,99460,0,9999,266.71653,0,0,0,0,0,0,9,4,1,6,0,0,0,0.05,23,3,10,2018-10-04,0,,0,0
1.3,-3.3,71,99440,0,9999,266.814325,0,0,0,0,0,0,10,3,1,6,0,0,0,0,0,4,10,2018-10-04,0,,0,0
1.4,-3.1,72,99370,0,9999,270.515283,0,0,0,0,0,0,8,4,3,7,0,0,0,0,1,4,10,2018-10-05,0,,0,0
1.7,-2.3,74,99330,0,9999,272.4896314,0,0,0,0,0,0,20.67114643,0,6,7,0,0,0,0,2,4,10,2018-10-05,0,,0,0
1.8,-1.3,80,99260,0,9999,266.3190058,0,0,0,0,0,0,22,1,6,4,0,0,0,0,3,4,10,2018-10-05,0,,0,0
1.9,-0.3,85,99190,0,9999,267.6624861,0,0,0,0,0,0,0,1,5,4,0,0,0,0,4,4,10,2018-10-05,0,,0,0
1.8,-0.1,87,99180,0,9999,267.4636545,0,0,0,0,0,0,6,2,0,4,0,0,0,0,5,4,10,2018-10-05,0,,0,0
1.7,-0.5,85,99170,0,9999,266.6941107,0,0,0,0,0,0,7,2,2,4,0,0,0,0.1,6,4,10,2018-10-05,0,,6.660808229,0.368711915
1.6,-0.6,85,99160,49,9999,273.7603843,4,0,0,0,0,0,5,4,2,7,0,0,0,0.2,7,4,10,2018-10-05,0,,40.56056648,0.276488288
1.5,-0.6,86,99220,279,9999,265.8233547,41,41,20,15,27,9,36,5,8,4,0,0,0,0.95,8,4,10,2018-10-05,0,,22.50139725,-0.488394261
1.9,-0.2,86,99090,505,9999,275.3511854,100,43,73,36,67,12,7,6,4,7,0,0,0,0.95,9,4,10,2018-10-05,0,,19.45553241,0.569564969
2.4,-0.5,81,99080,691,9999,277.0634657,238,160,133,54,82,13,5,6,5,7,0,0,0,0.975703227,10,4,10,2018-10-05,0,,16.12350639,-0.403686891
2,0,86,99040,825,9999,275.9483844,475,0,106,68,76,22,4,7,0,7,0,0,0,0.95,11,4,10,2018-10-05,0,,15.40878739,0.294732793
1.6,0.4,92,99010,898,9999,271.5705905,593,57,197,56,27,38,4,5,0,6,0,0,0,0.513528014,12,4,10,2018-10-05,0,,18.42681615,-0.410260575
1.7,0.5,92,98990,904,9999,275.2342605,658,216,236,67,58,29,3,8,3,7,0,0,0,0.95,13,4,10,2018-10-05,0,,15.43697202,0.267686641
1.9,0.8,93,98910,844,9999,273.1458657,652,14,193,71,84,19,4,6,6,6,0,0,0,0.975703227,14,4,10,2018-10-05,0,,13.98458112,0.988381352
0.9,-0.1,93,98890,722,9999,268.3350495,539,50,176,58,88,12,3,5,3,6,0,0,0,0.95,15,4,10,2018-10-05,0,,14.87431182,0.74039072
0.9,0,94,98860,544,9999,271.5596307,348,62,137,41,77,11,2,7,0,7,0,0,0,0.95,16,4,10,2018-10-05,0,,15.46445468,0.241109181
0.8,0,94,98830,325,9999,268.0387218,158,53,102,21,43,11,2,9,2,6,0,0,0,0.3,17,4,10,2018-10-05,0,,20.00075571,0.913253382
0.6,-0.2,94,98850,83,9999,267.0662732,26,25,43,3,5,3,2,9,3,6,0,0,0,0.1,18,4,10,2018-10-05,0,,29.2664511,-0.8371858
0.5,-0.3,94,98930,0,9999,266.5810562,0,16,2,0,0,0,35,7,7,6,0,0,0,0.1,19,4,10,2018-10-05,0,,29.51990966,-0.94758028
0.6,-0.2,95,98930,0,9999,270.1794812,0,0,0,0,0,0,2,5,5,7,0,0,0,0.1,20,4,10,2018-10-05,0,,30.91468285,-0.480516605
0.7,-0.1,95,98950,0,9999,263.2067668,0,0,0,0,0,0,36,7,6,4,0,0,0,0.1,21,4,10,2018-10-05,0,,32.18345892,0.694361593
0.8,0,95,98970,0,9999,263.6854247,0,0,0,0,0,0,35,10,9,4,0,0,0,0.05,22,4,10,2018-10-05,0,,0,0
0.8,0,95,99010,0,9999,263.6854247,0,0,0,0,0,0,35,7,8,4,0,0,0,0.05,23,4,10,2018-10-05,0,,0,0
0.7,-0.1,94,99030,0,9999,263.2067668,0,0,0,0,0,0,34,8,8,4,0,0,0,0,0,5,10,2018-10-05,0,,0,0
0.5,-0.5,93,99040,0,9999,262.0644494,0,0,0,0,0,0,32,6,3,4,0,0,0,0,1,5,10,2018-10-06,0,,0,0
-0.1,-1.3,92,99110,0,9999,259.0295971,0,0,0,0,0,0,31,5,8,4,0,0,0,0,2,5,10,2018-10-06,0,,0,0
-0.5,-1.5,92,99160,0,9999,257.3293116,0,0,0,0,0,0,32,6,4,4,0,0,0,0,3,5,10,2018-10-06,0,,0,0
-0.8,-1.9,92,99220,0,9999,255.8293217,0,0,0,0,0,0,33,9,3,4,0,0,0,0,4,5,10,2018-10-06,0,,0,0
-0.7,-1.9,92,99280,0,9999,256.2054721,0,0,0,0,0,0,34,7,7,4,0,0,0,0,5,5,10,2018-10-06,0,,2.453592296,0.634993694
-0.9,-2.1,92,99310,0,9999,242.7622103,0,0,0,0,0,0,36,5,0,0,0,0,0,0.1,6,5,10,2018-10-06,0,,14.01803473,0.992912147
-1.2,-2.3,92,99420,46,9999,253.9618151,11,0,0,0,0,0,2,3,9,4,0,0,0,0.2,7,5,10,2018-10-06,0,,55.5107236,-0.8613617
-0.7,-1.7,93,99450,274,9999,256.3901445,116,0,15,13,19,9,4,3,2,4,0,0,0,0.95,8,5,10,2018-10-06,0,,46.22885627,0.780230057
0.2,-1.2,90,99480,500,9999,260.2638591,103,67,79,37,57,16,28,3,1,4,0,0,0,0.95,9,5,10,2018-10-06,0,,39.42175407,0.988493546
1.1,-1.2,85,99540,686,9999,263.7103816,179,239,129,52,75,15,28,4,1,4,0,0,0,0.975703227,10,5,10,2018-10-06,0,,30.99820132,-0.40568232
1.7,-0.5,85,99610,819,9999,253.6272355,240,746,90,67,89,13,25,4,4,0,0,0,0,0.95,11,5,10,2018-10-06,0,,25.07649195,-0.056219621
2.5,-0.4,81,99660,892,9999,269.9107218,341,525,168,74,92,14,23,4,6,4,0,0,0,0.513528014,12,5,10,2018-10-06,0,,23.93062004,-0.932805618
3.6,-0.8,73,99640,898,9999,260.4380717,207,702,133,75,94,13,32,2,2,0,0,0,0,0.95,13,5,10,2018-10-06,0,,19.51924822,0.620744775
4.6,-0.3,71,99670,838,9999,278.334086,217,191,247,69,92,13,19,3,7,4,0,0,0,0.975703227,14,5,10,2018-10-06,0,,15.36179713,0.339293871
4.4,-1.1,67,99690,714,9999,276.740446,54,23,187,58,87,12,9,2,0,4,0,0,0,0.95,15,5,10,2018-10-06,0,,15.39877368,0.304286754
5,-1,65,99680,537,9999,279.2425561,309,69,164,41,74,12,25,2,5,4,0,0,0,0.95,16,5,10,2018-10-06,0,,15.49823751,0.208191675
5.2,-1.6,62,99730,318,9999,279.4444935,172,32,82,20,38,11,21,7,2,4,0,0,0,0.3,17,5,10,2018-10-06,0,,11.07554846,-0.99680377
5,-1.2,64,99760,77,9999,279.0424451,28,13,29,3,2,2,34,1,1,4,0,0,0,0.1,18,5,10,2018-10-06,0,,0,0
4.8,-1,66,99770,0,9999,286.336108,0,61,7,0,0,0,20,1,8,7,0,0,0,0.1,19,5,10,2018-10-06,0,,0,0
4.7,-1.1,66,99790,0,9999,285.8216089,0,0,0,0,0,0,0,1,0,7,0,0,0,0.1,20,5,10,2018-10-06,0,,0,0
4.1,-0.1,74,99830,0,9999,284.3732194,0,0,0,0,0,0,11,3,4,7,0,0,0,0.1,21,5,10,2018-10-06,0,,0,0
3,-0.5,78,99840,0,9999,283.9365887,0,0,0,0,0,0,9,3,9,8,0,0,0,0.05,22,5,10,2018-10-06,0,,0,0
2.1,-0.6,82,99890,0,9999,255.0166659,0,0,0,0,0,0,21,3,6,0,0,0,0,0.05,23,5,10,2018-10-06,0,,0,0
1.5,-0.6,86,99920,0,9999,273.3618251,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,6,10,2018-10-06,0,,0,0
1.1,-0.7,88,99930,0,9999,271.6748598,0,0,0,0,0,0,22,2,1,7,0,0,0,0,1,6,10,2018-10-07,0,,0,0
1.1,-0.6,88,99970,0,9999,271.7719387,0,0,0,0,0,0,22,4,6,7,0,0,0,0,2,6,10,2018-10-07,0,,0,0
1.4,-0.4,88,99990,0,9999,273.158603,0,0,0,0,0,0,0,1,7,7,0,0,0,0,3,6,10,2018-10-07,0,,0,0
1.4,-0.3,88,100000,0,9999,273.2560002,0,0,0,0,0,0,20,2,9,7,0,0,0,0,4,6,10,2018-10-07,0,,0,0
1.7,-0.8,83,100020,0,9999,273.9634799,0,0,0,0,0,0,22,3,0,7,0,0,0,0,5,6,10,2018-10-07,0,,0,0
2,-1,81,99960,0,9999,279.3440599,0,0,0,0,0,0,0,1,4,8,0,0,0,0.1,6,6,10,2018-10-07,0,,0,0
1.8,-0.6,85,99960,43,9999,278.9310728,8,0,0,0,0,0,8,3,3,8,0,0,0,0.1,7,6,10,2018-10-07,0,,0,0
1.5,-0.4,87,100000,269,9999,266.013158,51,15,15,13,22,9,8,2,9,4,0,0,0,0.3,8,6,10,2018-10-07,0,,0,0
1.7,-0.7,84,100060,494,9999,266.5036837,167,174,74,36,63,13,9,4,0,4,0,0,0,0.3,9,6,10,2018-10-07,0,,0,0
2.6,-0.4,80,100030,680,9999,270.3028201,265,37,126,52,78,13,6,2,0,4,0,0,0,0.308116808,10,6,10,2018-10-07,0,,0,0
3.6,-1.5,69,100040,814,9999,273.1693284,410,13,104,65,86,14,9,5,8,4,0,0,0,0.3,11,6,10,2018-10-07,0,,0,0
4.2,-1.6,66,100090,886,9999,275.4482118,193,6,117,73,90,14,22,4,1,4,0,0,0,0.102705603,12,6,10,2018-10-07,0,,0,0
5.1,-0.7,66,100010,892,9999,279.9448833,315,2,122,73,89,15,21,4,2,4,0,0,0,0.1,13,6,10,2018-10-07,0,,0,0
4.8,-0.9,67,99910,831,9999,278.53956,373,148,244,68,86,16,22,5,7,4,0,0,0,0.102705603,14,6,10,2018-10-07,0,,0,0
5,-1,65,99910,707,9999,291.734539,272,33,193,53,66,19,21,8,5,8,0,0,0,0.1,15,6,10,2018-10-07,0,,0,0
5,-0.8,66,99870,530,9999,287.3672156,231,0,109,34,44,17,23,5,8,7,0,0,0,0.1,16,6,10,2018-10-07,0,,0,0
5.2,-0.3,68,99810,310,9999,288.70997,109,21,77,18,39,9,35,2,7,7,0,0,0,0.05,17,6,10,2018-10-07,0,,0,0
5.3,-0.5,66,99850,72,9999,280.9516668,14,8,40,3,4,3,20.67114643,0,6,4,0,0,0,0.05,18,6,10,2018-10-07,0,,0,0
4.8,0,71,99840,0,9999,287.359822,0,0,0,0,0,0,36,4,8,7,0,0,0,0,19,6,10,2018-10-07,0,,0,0
4.4,0,73,99790,0,9999,285.7083331,0,0,0,0,0,0,2,2,2,7,0,0,0,0,20,6,10,2018-10-07,0,,0,0
4.2,0,74,99780,0,9999,284.8852632,0,0,0,0,0,0,3,2,4,7,0,0,0,0,21,6,10,2018-10-07,0,,0,0
4.1,0,75,99740,0,9999,284.4743957,0,0,0,0,0,0,3,3,9,7,0,0,0,0,22,6,10,2018-10-07,0,,0,0
3.9,0.5,78,99720,0,9999,288.6829878,0,0,0,0,0,0,0,1,5,8,0,0,0,0,23,6,10,2018-10-07,0,,0,0
3.6,0.6,81,99690,0,9999,283.0286372,0,0,0,0,0,0,2,2,1,7,0,0,0,0,0,0,10,2018-10-07,0,,0,0
3.4,1,84,99620,0,9999,287.1107994,0,0,0,0,0,0,36,3,3,8,0,0,0,0,1,0,10,2018-10-08,1,Columbus Day,0,0
3.5,1.5,86,99650,0,9999,288.033611,0,0,0,0,0,0,1,1,4,8,0,0,0,0,2,0,10,2018-10-08,1,Columbus Day,0,0
3.6,1.8,88,99610,0,9999,276.3903801,0,0,0,0,0,0,36,3,4,4,0,0,0,0,3,0,10,2018-10-08,1,Columbus Day,0,0
3.5,1.8,89,99570,0,9999,275.9908999,0,0,0,0,0,0,3,3,9,4,0,0,0,0,4,0,10,2018-10-08,1,Columbus Day,0,0
3.3,1.8,90,99540,0,9999,282.9974294,0,0,0,0,0,0,4,2,3,7,0,0,0,0,5,0,10,2018-10-08,1,Columbus Day,0,0
