DryBulbTemperature,DewPointTemperature,RelativeHumidity,AtmosphericPressure,ExtraterrestrialHorizontalRadiation,ExtraterrestrialDirectNormalRadiation,HorizontalInfraredRadiationIntensityfromSky,GlobalHorizontalRadiation,DirectNormalRadiation,DiffuseHorizontalRadiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,WindDirection,WindSpeed,Total Sky Cover,Opaque Sky Cover,PrecipitableWater,AerosolOpticalDepth,SnowDepth,OccupancySchedule,hours,dayofw,months,datee,holiday_bool,holiday_name,Heating,
-21.6,-25.4,71,100230,0,9999,177.2403841,0,0,0,0,0,0,34,9,0,8,0,0,0,0,0,4,1,2010-01-01,1,New Year's Day,56.92071302,0.363521522
-22.5,-26,73,100310,0,9999,174.261326,0,0,0,0,0,0,35,11,6,8,0,0,0,0,1,4,1,2010-01-01,1,New Year's Day,47.78495915,-0.613961276
-23.8,-27.5,71,100390,0,9999,157.3024504,0,0,0,0,0,0,34,13,4,1,0,0,0,0,2,4,1,2010-01-01,1,New Year's Day,62.08308972,-0.680733397
-24.6,-28.1,73,100510,0,9999,166.9440163,0,0,0,0,0,0,33,11,0,8,0,0,0,0,3,4,1,2010-01-01,1,New Year's Day,51.3164132,0.86788596
-25.6,-29.1,72,100610,0,9999,163.5424809,0,0,0,0,0,0,33,11,4,8,0,0,0,0,4,4,1,2010-01-01,1,New Year's Day,65.4474647,0.502061668
-26.5,-30,72,100670,0,9999,148.9268383,0,0,0,0,0,0,33,13,8,1,0,0,0,0,5,4,1,2010-01-01,1,New Year's Day,53.30226506,0.104618264
-26.9,-30.3,73,100730,0,9999,159.2711252,0,0,0,0,0,0,33,11,6,8,0,0,0,0.05,6,4,1,2010-01-01,1,New Year's Day,68.41311844,-0.645684949
-27.6,-31,73,100790,0,9999,145.6260264,0,0,0,0,1000,0,33,9,8,1,0,0,0,0.05,7,4,1,2010-01-01,1,New Year's Day,54.75651657,-0.975600881
-28.1,-31.5,73,100880,120,9999,155.3388687,37,0,0,5,15,3,35,7,5,8,0,0,0,0.05,8,4,1,2010-01-01,1,New Year's Day,68.05074781,-0.874444986
-28.1,-31.5,73,100960,308,9999,155.3388687,127,43,22,20,54,8,32,6,2,8,0,0,0,0.05,9,4,1,2010-01-01,1,New Year's Day,53.58328796,-0.175302334
-27.6,-31,73,101030,449,9999,156.968276,226,144,62,32,75,8,32,7,0,8,0,0,0,0.05,10,4,1,2010-01-01,1,New Year's Day,65.55539111,0.405983373
-26.9,-30.6,71,101070,533,9999,147.5621804,185,791,60,40,84,9,33,9,6,1,0,0,0,0.05,11,4,1,2010-01-01,1,New Year's Day,48.2351696,-0.896267028
-25.8,-29.8,69,101070,555,9999,150.7613478,232,837,65,42,69,15,32,4,3,1,0,0,0,0.05,12,4,1,2010-01-01,1,New Year's Day,53.29765436,0.109202534
-25.6,-29.8,68,101070,513,9999,148.4034626,251,836,66,32,27,22,29,6,6,0,0,0,0,0.05,13,4,1,2010-01-01,1,New Year's Day,36.79238255,-0.787492138
-24.9,-29.1,68,101050,410,9999,153.4496734,213,792,61,6,0,6,29,6,1,1,0,0,0,0.05,14,4,1,2010-01-01,1,New Year's Day,42.86911477,-0.89710923
-24.4,-28.6,68,101060,253,9999,155.0357368,117,683,48,5,0,5,28,6,0,1,0,0,0,0.05,15,4,1,2010-01-01,1,New Year's Day,32.48872201,0.87853925
-24.4,-28.8,67,101030,60,9999,164.344936,22,414,25,2,0,2,33,6,3,7,0,0,0,0.05,16,4,1,2010-01-01,1,New Year's Day,43.9114707,-0.07076725
-24.4,-28.3,70,101050,0,9999,167.3338368,0,0,0,0,0,0,25,4,7,8,0,0,0,0.05,17,4,1,2010-01-01,1,New Year's Day,40.59649938,0.241785102
-25.1,-28.5,73,101020,0,9999,162.7188959,0,0,0,0,0,0,22,6,8,7,0,0,0,0,18,4,1,2010-01-01,1,New Year's Day,53.5636753,-0.155960906
-25.4,-28.6,75,101020,0,9999,164.4382215,0,0,0,0,0,0,24,6,9,8,0,0,0,0,19,4,1,2010-01-01,1,New Year's Day,44.62855599,0.6022039
-25.3,-29,71,101010,0,9999,164.4106098,0,0,0,0,0,0,31,6,3,8,0,0,0,0,20,4,1,2010-01-01,1,New Year's Day,57.11922273,0.540099192
-25.8,-29.4,72,101000,0,9999,162.7955865,0,0,0,0,0,0,35,2,2,8,0,0,0,0,21,4,1,2010-01-01,1,New Year's Day,45.62634534,0.997318282
-26.2,-29.1,77,100920,0,9999,161.9617355,0,0,0,0,0,0,19,2,6,8,0,0,0,0,22,4,1,2010-01-01,1,New Year's Day,55.03630949,-0.998292983
-26.7,-29.6,76,100950,0,9999,148.7113073,0,0,0,0,0,0,20,6,2,1,0,0,0,0,23,4,1,2010-01-01,1,New Year's Day,44.4216714,0.425373233
-27,-30.1,75,100910,0,9999,159.1559593,0,0,0,0,0,0,20,2,0,8,0,0,0,0,0,5,1,2010-01-02,0,,56.46934134,-0.079243255
-27.4,-30.5,75,100930,0,9999,146.4328765,0,0,0,0,0,0,20,4,7,1,0,0,0,0,1,5,1,2010-01-02,0,,44.30263202,0.314884413
-27.9,-31,75,100950,0,9999,156.2021113,0,0,0,0,0,0,19,2,2,8,0,0,0,0,2,5,1,2010-01-02,0,,55.44767821,-0.891655782
-28.7,-32,73,100920,0,9999,153.4708492,0,0,0,0,0,0,22,2,4,8,0,0,0,0,3,5,1,2010-01-02,0,,43.43674445,-0.51889064
-29.3,-32.6,73,100880,0,9999,151.5503152,0,0,0,0,0,0,22,2,1,8,0,0,0,0,4,5,1,2010-01-02,0,,54.24157058,-0.740957787
-29.8,-33.1,73,100820,0,9999,149.9638003,0,0,0,0,0,0,11,2,6,8,0,0,0,0,5,5,1,2010-01-02,0,,63.41382704,0.549674019
-28.9,-32.1,74,100790,0,9999,152.8987841,0,0,0,0,0,0,20,6,9,8,0,0,0,0.1,6,5,1,2010-01-02,0,,97.65266067,-0.260257041
-28.8,-32,74,100780,0,9999,153.2197209,0,0,0,0,1000,0,19,4,1,8,0,0,0,0.2,7,5,1,2010-01-02,0,,196.1197849,0.973722004
-29.6,-33,72,100750,120,9999,150.5273159,41,0,0,3,0,3,20,2,4,8,0,0,0,0.95,8,5,1,2010-01-02,0,,192.485867,-0.750431793
-29.9,-33.3,72,100760,308,9999,138.7703991,181,333,23,21,57,8,11,4,0,1,0,0,0,0.95,9,5,1,2010-01-02,0,,192.1400925,-0.482004109
-28.8,-32,74,100790,450,9999,142.1483352,183,626,50,36,67,14,20,2,8,1,0,0,0,0.975703227,10,5,1,2010-01-02,0,,188.3511084,-0.143948987
-26.6,-29.7,75,100800,534,9999,148.8860962,167,746,64,33,36,19,20,4,5,1,0,0,0,0.95,11,5,1,2010-01-02,0,,176.236647,0.302637202
-25.9,-29.2,74,100740,557,9999,148.0828692,168,796,70,33,31,21,21,4,2,0,0,0,0,0.513528014,12,5,1,2010-01-02,0,,167.1772821,-0.623234136
-24.5,-28.1,72,100720,515,9999,152.2110851,90,802,69,43,75,16,20,4,3,0,0,0,0,0.95,13,5,1,2010-01-02,0,,154.910266,-0.826142011
-23.8,-28.6,65,100690,412,9999,153.5919944,80,763,62,32,80,9,16,4,9,0,0,0,0,0.975703227,14,5,1,2010-01-02,0,,146.0835156,0.999999853
-23.2,-28,65,100650,256,9999,158.4724245,44,659,48,17,57,7,22,4,9,1,0,0,0,0.95,15,5,1,2010-01-02,0,,139.6362154,0.986474524
-23.4,-28,66,100630,62,9999,170.2688408,12,404,25,3,9,2,11,6,1,8,0,0,0,0.95,16,5,1,2010-01-02,0,,138.2015394,-0.028533485
-23.4,-27.7,68,100610,0,9999,167.8223417,0,0,0,0,0,0,11,6,9,7,0,0,0,0.3,17,5,1,2010-01-02,0,,153.7660652,0.171128376
-22.5,-26.6,69,100630,0,9999,171.0811996,0,0,0,0,0,0,20,2,7,7,0,0,0,0.1,18,5,1,2010-01-02,0,,163.2225945,-0.139764411
-22.4,-26.6,69,100660,0,9999,174.0833141,0,0,0,0,0,0,20,2,1,8,0,0,0,0.1,19,5,1,2010-01-02,0,,162.7278121,-0.593182254
-23.7,-27.5,71,100640,0,9999,169.826453,0,0,0,0,0,0,20,4,5,8,0,0,0,0.1,20,5,1,2010-01-02,0,,163.8653386,0.48163606
-23.4,-27.5,69,100630,0,9999,158.3148523,0,0,0,0,0,0,20,2,9,1,0,0,0,0.1,21,5,1,2010-01-02,0,,164.5358025,0.921910908
-23.3,-27.4,69,100650,0,9999,158.6386083,0,0,0,0,0,0,19,4,2,1,0,0,0,0.05,22,5,1,2010-01-02,0,,7.315060413,0.858262821
-23.3,-27.5,68,100670,0,9999,170.9190202,0,0,0,0,0,0,22,2,4,8,0,0,0,0.05,23,5,1,2010-01-02,0,,15.43062888,0.273792869
-23.6,-27.6,70,100670,0,9999,170.0240956,0,0,0,0,0,0,20,2,3,8,0,0,0,0,0,6,1,2010-01-03,0,,15.38791706,0.314610423
-24.5,-28.3,71,100720,0,9999,152.0761336,0,0,0,0,0,0,10,4,9,0,0,0,0,0,1,6,1,2010-01-03,0,,22.73417172,-0.676517324
-24.4,-28,72,100760,0,9999,155.44919,0,0,0,0,0,0,11,6,6,1,0,0,0,0,2,6,1,2010-01-03,0,,25.89004031,0.686961212
-24,-27.6,72,100780,0,9999,156.7289327,0,0,0,0,0,0,11,2,9,1,0,0,0,0,3,6,1,2010-01-03,0,,27.24608536,0.856395981
-23.8,-27.6,71,100750,0,9999,169.4793653,0,0,0,0,0,0,12,2,9,8,0,0,0,0,4,6,1,2010-01-03,0,,22.07424331,-0.082999143
-24,-27.8,71,100750,0,9999,168.7868004,0,0,0,0,0,0,11,4,1,8,0,0,0,0,5,6,1,2010-01-03,0,,43.16983741,-0.725980969
-24,-27.7,71,100750,0,9999,156.659763,0,0,0,0,0,0,11,2,0,1,0,0,0,0.1,6,6,1,2010-01-03,0,,81.72931088,0.04788357
-23.9,-27.5,72,100820,0,9999,166.6286293,0,0,0,0,1000,0,13,2,9,7,0,0,0,0.2,7,6,1,2010-01-03,0,,172.0324698,0.685380533
-23.3,-27.1,71,100830,120,9999,168.5362988,5,0,0,1,0,1,22,2,6,7,0,0,0,0.95,8,6,1,2010-01-03,0,,152.0682715,0.95563972
-22.4,-26.4,70,100870,309,9999,161.6456295,13,347,22,21,57,8,21,2,9,1,0,0,0,0.95,9,6,1,2010-01-03,0,,145.3098779,0.714994217
-22.3,-26.4,69,100890,451,9999,167.0412306,34,0,12,36,67,14,20,4,1,4,0,0,0,0.975703227,10,6,1,2010-01-03,0,,141.2570718,0.114346949
-20.1,-25.4,63,100900,536,9999,178.6633172,77,401,78,33,36,19,20,4,4,7,0,0,0,0.95,11,6,1,2010-01-03,0,,131.8927953,-0.05406977
-19.3,-24.7,62,100890,559,9999,181.4825457,48,7,105,40,55,18,22,2,7,7,0,0,0,0.513528014,12,6,1,2010-01-03,0,,130.6999153,-0.948026795
-18.8,-24.2,62,100870,517,9999,183.3109031,60,0,59,43,59,22,12,2,4,7,0,0,0,0.95,13,6,1,2010-01-03,0,,123.8333428,-0.966501199
-18.1,-23.8,61,100850,415,9999,180.5362559,22,45,99,11,0,11,16,2,1,4,0,0,0,0.975703227,14,6,1,2010-01-03,0,,118.5213754,-0.757284737
-17.4,-23.4,59,100840,259,9999,188.0245101,11,258,62,17,36,11,23,2,9,7,0,0,0,0.95,15,6,1,2010-01-03,0,,111.1885594,-0.943426451
-17.7,-23.8,59,100900,65,9999,186.8241779,3,127,26,3,10,3,11,2,3,7,0,0,0,0.95,16,6,1,2010-01-03,0,,109.8785957,0.077070672
-18.2,-23.8,61,100890,0,9999,185.364906,0,0,0,0,0,0,11,2,8,7,0,0,0,0.3,17,6,1,2010-01-03,0,,123.5469218,-0.854614668
-17.8,-23.3,62,100900,0,9999,176.184339,0,0,0,0,0,0,11,2,7,1,0,0,0,0.1,18,6,1,2010-01-03,0,,131.7122201,-0.232523357
-17.2,-22.8,62,100880,0,9999,178.2252121,0,0,0,0,0,0,21,2,0,1,0,0,0,0.1,19,6,1,2010-01-03,0,,132.4587356,0.489785887
-17.3,-22.5,64,100890,0,9999,201.7420372,0,0,0,0,0,0,9,2,3,10,0,0,0,0.1,20,6,1,2010-01-03,0,,132.2292287,0.278601118
-17.1,-22.4,63,100860,0,9999,189.7119357,0,0,0,0,0,0,19,2,4,7,0,0,0,0.1,21,6,1,2010-01-03,0,,132.3058482,0.351297667
-17.3,-22.4,64,100870,0,9999,189.1195492,0,0,0,0,0,0,13,2,0,7,0,0,0,0.05,22,6,1,2010-01-03,0,,1.23733722,0.944915786
-17.1,-22,66,100830,0,9999,190.0322892,0,0,0,0,0,0,20,2,9,7,0,0,0,0.05,23,6,1,2010-01-03,0,,2.220343139,0.79635798
-17.3,-22,67,100840,0,9999,178.5491524,0,0,0,0,0,0,20,2,3,1,0,0,0,0,0,0,1,2010-01-04,0,,4.627036642,-0.9963597
-17.9,-22.4,68,100810,0,9999,187.3507113,0,0,0,0,0,0,20,2,7,7,0,0,0,0,1,0,1,2010-01-04,0,,6.208179473,-0.074935525
-18.1,-22.8,67,100790,0,9999,186.4479863,0,0,0,0,0,0,22,2,4,7,0,0,0,0,2,0,1,2010-01-04,0,,6.79312261,0.488122527
-18.1,-22.9,66,100780,0,9999,186.3689377,0,0,0,0,0,0,20,4,5,7,0,0,0,0,3,0,1,2010-01-04,0,,11.09547797,-0.995013776
-17.9,-23.1,64,100770,0,9999,186.7958534,0,0,0,0,0,0,21,6,8,7,0,0,0,0,4,0,1,2010-01-04,0,,14.3684143,0.973381268
-17.9,-22.7,66,100760,0,9999,187.1131051,0,0,0,0,0,0,20,2,8,7,0,0,0,0,5,0,1,2010-01-04,0,,36.98352775,-0.65605835
-18.2,-22.3,70,100750,0,9999,186.5497272,0,0,0,0,0,0,21,2,6,7,0,0,0,0.1,6,0,1,2010-01-04,0,,65.71434111,0.256215158
-18.5,-22.4,71,100750,0,9999,185.5943105,0,0,0,0,1000,0,9,4,6,7,0,0,0,0.2,7,0,1,2010-01-04,0,,145.7560629,0.946689989
-18.6,-22.3,73,100740,120,9999,185.3810559,66,0,0,6,10,5,10,2,9,7,0,0,0,0.95,8,0,1,2010-01-04,0,,128.6581493,0.146619034
-18.4,-22.1,73,100740,309,9999,186.1216496,201,0,5,11,4,10,10,4,8,7,0,0,0,0.95,9,0,1,2010-01-04,0,,124.6219243,-0.863304863
-17.9,-21.7,72,100730,452,9999,187.9040215,319,0,20,35,57,17,22,2,5,7,0,0,0,0.975703227,10,0,1,2010-01-04,0,,121.3850684,0.907395577
-17.3,-21.5,70,100730,537,9999,189.8373788,393,0,31,43,87,10,10,4,9,7,0,0,0,0.95,11,0,1,2010-01-04,0,,117.4342243,-0.930324292
-16.5,-21,68,100670,561,9999,192.6269882,413,0,50,46,90,10,18,2,7,7,0,0,0,0.513528014,12,0,1,2010-01-04,0,,117.3874657,-0.912165558
-15.8,-20.9,65,100610,520,9999,194.8196852,379,0,39,42,88,9,10,2,7,7,0,0,0,0.95,13,0,1,2010-01-04,0,,108.1035547,0.960669862
-15.4,-20.8,63,100590,418,9999,196.116255,292,423,79,33,58,16,13,2,0,7,0,0,0,0.975703227,14,0,1,2010-01-04,0,,97.5255433,-0.135750602
-15.2,-20.5,64,100580,262,9999,196.9719818,167,154,68,11,11,9,11,2,1,7,0,0,0,0.95,15,0,1,2010-01-04,0,,94.92785334,0.628850355
-15.2,-20.2,66,100590,67,9999,197.2176503,36,50,27,1,0,1,21,4,7,7,0,0,0,0.95,16,0,1,2010-01-04,0,,96.44185979,0.811966036
-15.4,-20,68,100590,0,9999,196.76947,0,0,0,0,0,0,21,4,6,7,0,0,0,0.3,17,0,1,2010-01-04,0,,109.9432563,0.012486251
-15.5,-20.2,67,100580,0,9999,185.0170218,0,0,0,0,0,0,21,4,9,1,0,0,0,0.1,18,0,1,2010-01-04,0,,115.7535307,0.466559966
-15.6,-20.7,65,100580,0,9999,195.5894187,0,0,0,0,0,0,22,4,8,7,0,0,0,0.1,19,0,1,2010-01-04,0,,118.7544613,-0.585956189
-15.7,-20.5,67,100530,0,9999,195.4483225,0,0,0,0,0,0,19,2,1,7,0,0,0,0.1,20,0,1,2010-01-04,0,,119.3636113,-0.016908731
-15.6,-20.3,67,100510,0,9999,195.9151418,0,0,0,0,0,0,21,2,6,7,0,0,0,0.1,21,0,1,2010-01-04,0,,119.6964333,0.310683909
-15.5,-20.3,67,100530,0,9999,196.2197717,0,0,0,0,0,0,15,2,8,7,0,0,0,0.05,22,0,1,2010-01-04,0,,0.820412474,0.731427166
-15.4,-19.2,73,100470,0,9999,197.4206227,0,0,0,0,0,0,20,2,4,7,0,0,0,0.05,23,0,1,2010-01-04,0,,1.113849404,0.897403727
-15.5,-19,74,100470,0,9999,197.2764628,0,0,0,0,0,0,23,4,0,7,0,0,0,0,0,1,1,2010-01-05,0,,1.142753336,0.909779829
-15.3,-18.7,75,100440,0,9999,198.1339147,0,0,0,0,0,0,22,6,4,7,0,0,0,0,1,1,1,2010-01-05,0,,5.601236771,-0.630306958
-15.2,-18.4,76,100420,0,9999,187.264279,0,0,0,0,0,0,23,4,7,1,0,0,0,0,2,1,1,2010-01-05,0,,5.468190491,-0.727722043
-15,-18.1,77,100420,0,9999,194.0443483,0,0,0,0,0,0,21,2,5,4,0,0,0,0,3,1,1,2010-01-05,0,,5.378050097,-0.786508665
-15,-18,78,100410,0,9999,188.1531451,0,0,0,0,0,0,15,2,5,1,0,0,0,0,4,1,1,2010-01-05,0,,4.320756281,-0.924287094
-15,-18,78,100380,0,9999,184.6122815,0,0,0,0,0,0,11,2,9,0,0,0,0,0,5,1,1,2010-01-05,0,,28.78775801,-0.491162768
-15,-17.9,78,100380,0,9999,188.2298384,0,0,0,0,0,0,16,2,7,1,0,0,0,0.1,6,1,1,2010-01-05,0,,57.86711447,0.968328442
-14.8,-17.6,79,100360,0,9999,189.0447894,0,0,0,0,1000,0,24.13238384,0,3,1,0,0,0,0.2,7,1,1,2010-01-05,0,,129.2831365,-0.459860151
-14.6,-17.4,79,100330,121,9999,189.7852701,19,0,0,1,0,1,18,2,7,1,0,0,0,0.95,8,1,1,2010-01-05,0,,113.0109395,-0.086288589
-14.9,-17.4,81,100340,310,9999,194.8996808,50,0,5,4,0,4,17,2,2,4,0,0,0,0.95,9,1,1,2010-01-05,0,,108.7134974,0.946510937
-14.7,-17.2,81,100350,453,9999,195.6630764,114,0,18,12,0,12,8,2,5,4,0,0,0,0.975703227,10,1,1,2010-01-05,0,,105.9022056,-0.79069575
-14,-16.9,79,100340,539,9999,198.0329579,138,0,43,18,2,17,16,2,4,4,0,0,0,0.95,11,1,1,2010-01-05,0,,101.8334006,0.96420687
-13.6,-17,75,100270,563,9999,199.1786218,143,0,89,13,0,13,11,2,0,4,0,0,0,0.513528014,12,1,1,2010-01-05,0,,101.774962,0.947074679
-13.3,-17,74,100200,523,9999,200.1016338,120,0,72,10,0,10,9,4,5,4,0,0,0,0.95,13,1,1,2010-01-05,0,,95.02680018,0.702582794
-13.3,-16.9,74,100190,422,9999,200.1825497,35,0,19,6,0,6,9,4,9,4,0,0,0,0.975703227,14,1,1,2010-01-05,0,,93.91082169,-0.330617616
-13.2,-16.6,76,100180,266,9999,206.4265934,29,39,68,4,0,4,9,4,9,7,0,0,0,0.95,15,1,1,2010-01-05,0,,91.02028664,0.085794712
-13.4,-16.5,77,100200,71,9999,205.8746323,36,0,25,1,0,1,7,4,8,7,0,0,0,0.95,16,1,1,2010-01-05,0,,90.42335839,0.63098992
-13.6,-16.4,79,100180,0,9999,205.323594,0,0,0,0,0,0,7,4,4,7,0,0,0,0.3,17,1,1,2010-01-05,0,,102.2682813,0.986167543
-13.9,-16.7,79,100150,0,9999,204.1284541,0,0,0,0,0,0,7,4,6,7,0,0,0,0.1,18,1,1,2010-01-05,0,,108.1225163,0.965762355
-14,-16.7,80,100140,0,9999,203.8135018,0,0,0,0,0,0,3,4,6,7,0,0,0,0.1,19,1,1,2010-01-05,0,,109.4841469,0.454308629
-13.9,-16.7,79,100140,0,9999,204.1284541,0,0,0,0,0,0,5,4,2,7,0,0,0,0.1,20,1,1,2010-01-05,0,,110.3713262,-0.403723671
-13.9,-16.7,79,100130,0,9999,204.1284541,0,0,0,0,0,0,5,6,2,7,0,0,0,0.1,21,1,1,2010-01-05,0,,111.4626073,-0.997957052
-14.2,-16.8,81,100110,0,9999,203.1026918,0,0,0,0,0,0,5,6,1,7,0,0,0,0.05,22,1,1,2010-01-05,0,,0.878729571,0.769928802
-14.3,-16.8,81,100110,0,9999,202.7889592,0,0,0,0,0,0,2,2,7,7,0,0,0,0.05,23,1,1,2010-01-05,0,,0.978878113,0.829871932
-14.3,-16.6,83,100100,0,9999,202.9526721,0,0,0,0,0,0,36,4,8,7,0,0,0,0,0,2,1,2010-01-06,0,,1.038525418,0.861656827
-14.2,-16.5,83,100100,0,9999,203.3485931,0,0,0,0,0,0,36,6,4,7,0,0,0,0,1,2,1,2010-01-06,0,,4.774312647,-0.998083342
-14.3,-16.4,84,100080,0,9999,203.1162573,0,0,0,0,0,0,36,6,3,7,0,0,0,0,2,2,1,2010-01-06,0,,6.985003668,0.645607381
-14.4,-16.4,85,100120,0,9999,202.8023825,0,0,0,0,0,0,1,6,9,7,0,0,0,0,3,2,1,2010-01-06,0,,7.374391037,0.887183902
-14.4,-16.4,85,100130,0,9999,202.8023825,0,0,0,0,0,0,36,4,7,7,0,0,0,0,4,2,1,2010-01-06,0,,7.758155528,0.995412191
-14.4,-16.3,85,100130,0,9999,202.884001,0,0,0,0,0,0,36,6,0,7,0,0,0,0,5,2,1,2010-01-06,0,,30.33635472,-0.881755911
-14.6,-16.5,85,100140,0,9999,202.0943264,0,0,0,0,0,0,36,6,7,7,0,0,0,0.1,6,2,1,2010-01-06,0,,56.24300585,-0.300924475
-14.6,-16.6,85,100190,1,9999,202.0128967,0,0,0,0,1000,0,36,7,2,7,0,0,0,0.2,7,2,1,2010-01-06,0,,129.6762944,-0.764970549
-14.5,-16.5,85,100240,121,9999,202.4073476,40,0,0,1,0,1,35,9,0,7,0,0,0,0.95,8,2,1,2010-01-06,0,,122.0493323,0.455364151
-14.5,-16.6,84,100290,311,9999,202.3257917,137,0,9,13,9,11,35,9,9,7,0,0,0,0.95,9,2,1,2010-01-06,0,,120.0620575,0.629987149
-14.3,-16.7,82,100340,455,9999,202.8708316,282,0,34,10,0,10,36,11,6,7,0,0,0,0.975703227,10,2,1,2010-01-06,0,,118.6800616,-0.644568863
-14.2,-16.8,81,100390,541,9999,203.1026918,314,0,68,9,0,9,1,13,8,7,0,0,0,0.95,11,2,1,2010-01-06,0,,117.4335827,-0.930088802
-14.3,-16.9,81,100370,566,9999,202.7070548,317,0,61,9,0,9,36,13,2,7,0,0,0,0.513528014,12,2,1,2010-01-06,0,,119.4453707,0.064804419
-13.8,-16.5,80,100340,526,9999,204.608689,265,9,109,21,7,19,36,11,0,7,0,0,0,0.95,13,2,1,2010-01-06,0,,119.0913776,-0.285131132
-13.9,-16.9,78,100350,425,9999,203.963662,158,197,102,12,0,12,36,15,6,7,0,0,0,0.975703227,14,2,1,2010-01-06,0,,117.2454537,-0.844978796
-14,-16.9,79,100390,269,9999,203.648964,119,0,27,8,0,8,35,15,7,7,0,0,0,0.95,15,2,1,2010-01-06,0,,118.7997141,-0.548698563
-14.5,-17.5,78,100460,73,9999,204.8006174,24,0,9,1,0,1,34,19,2,8,0,0,0,0.95,16,2,1,2010-01-06,0,,120.3390869,0.818368335
-15.4,-18.3,78,100520,0,9999,198.1507207,0,0,0,0,0,0,35,17,8,7,0,0,0,0.3,17,2,1,2010-01-06,0,,68.76349215,-0.344349882
-15.9,-18.8,78,100590,0,9999,196.2146034,0,0,0,0,0,0,35,13,1,7,0,0,0,0.1,18,2,1,2010-01-06,0,,16.52387954,-0.728353735
-16.5,-19.5,78,100650,0,9999,196.9169539,0,0,0,0,0,0,35,17,2,8,0,0,0,0.1,19,2,1,2010-01-06,0,,19.39955533,0.522686725
-17.6,-20.6,77,100690,0,9999,178.7574964,0,0,0,0,0,0,34,19,2,1,0,0,0,0.1,20,2,1,2010-01-06,0,,32.0811106,0.617203965
-18.6,-21.8,76,100740,0,9999,185.7719572,0,0,0,0,0,0,35,15,2,7,0,0,0,0.1,21,2,1,2010-01-06,0,,26.98039713,0.961918572
-19.7,-22.7,77,100790,0,9999,171.4319459,0,0,0,0,0,0,34,17,8,1,0,0,0,0.05,22,2,1,2010-01-06,0,,35.47262341,-0.792626135
-20.4,-23.4,77,100820,0,9999,179.3512685,0,0,0,0,0,0,35,17,4,7,0,0,0,0.05,23,2,1,2010-01-06,0,,29.98401641,-0.990370805
-21.1,-24.4,75,100820,0,9999,166.4618147,0,0,0,0,0,0,34,17,6,1,0,0,0,0,0,3,1,2010-01-07,0,,39.07194289,0.980468785
-21.7,-24.9,75,100820,0,9999,164.5270215,0,0,0,0,0,0,34,15,8,1,0,0,0,0,1,3,1,2010-01-07,0,,31.55821115,0.14180501
-22,-25.2,75,100850,0,9999,163.5307729,0,0,0,0,0,0,33,13,7,1,0,0,0,0,2,3,1,2010-01-07,0,,39.43787309,0.985927025
-22.6,-25.8,75,100900,0,9999,161.5519858,0,0,0,0,0,0,34,13,4,1,0,0,0,0,3,3,1,2010-01-07,0,,31.35503336,-0.060855551
-23.1,-26.2,76,100910,0,9999,159.9866687,0,0,0,0,0,0,34,15,4,1,0,0,0,0,4,3,1,2010-01-07,0,,41.29706526,-0.440684227
-23.7,-26.8,76,100930,0,9999,158.0406304,0,0,0,0,0,0,34,13,0,1,0,0,0,0,5,3,1,2010-01-07,0,,34.408429,0.148538476
-24.1,-27.2,75,100960,0,9999,156.7532643,0,0,0,0,0,0,32,11,8,1,0,0,0,0.1,6,3,1,2010-01-07,0,,43.65415599,-0.322283928
-24.7,-27.8,75,101000,1,9999,154.8371188,0,0,0,0,1000,0,33,13,1,1,0,0,0,0.1,7,3,1,2010-01-07,0,,35.33245523,-0.69967038
-25.2,-28.3,75,101030,122,9999,153.2539197,31,0,0,1,0,1,32,11,0,1,0,0,0,0.3,8,3,1,2010-01-07,0,,45.74290071,0.982040623
-25.6,-28.7,75,101070,313,9999,163.8346056,88,0,8,16,24,11,32,15,1,8,0,0,0,0.3,9,3,1,2010-01-07,0,,37.27679251,-0.409877112
-25.7,-29,74,101080,456,9999,151.5477142,173,627,49,34,55,16,32,13,9,1,0,0,0,0.308116808,10,3,1,2010-01-07,0,,46.20734641,0.79350279
-25,-28.4,73,101080,544,9999,165.650648,218,0,50,28,21,20,32,11,8,8,0,0,0,0.3,11,3,1,2010-01-07,0,,36.19287987,-0.997916446
-24.1,-27.6,73,101020,568,9999,156.477311,185,789,71,27,10,23,32,7,3,1,0,0,0,0.102705603,12,3,1,2010-01-07,0,,36.94366329,-0.685615268
-23.4,-27.1,72,100990,529,9999,155.6092245,119,791,72,24,10,20,33,11,3,0,0,0,0,0.1,13,3,1,2010-01-07,0,,24.04665365,-0.884810696
-22.6,-26.3,72,100940,428,9999,158.166943,210,752,67,9,0,9,32,7,0,0,0,0,0,0.102705603,14,3,1,2010-01-07,0,,26.85888676,0.98795756
-21.8,-25.7,71,100940,273,9999,173.6815075,112,408,56,5,0,5,32,9,9,7,0,0,0,0.1,15,3,1,2010-01-07,0,,20.03601368,0.927046637
-21.6,-25.5,71,100990,76,9999,174.3865483,26,426,29,1,0,1,29,6,1,7,0,0,0,0.1,16,3,1,2010-01-07,0,,26.58833494,0.993371514
-21.9,-25.6,72,101010,0,9999,173.4803916,0,0,0,0,0,0,31,6,0,7,0,0,0,0.05,17,3,1,2010-01-07,0,,25.14990965,0.017167578
